ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Apple Stem Cells,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Apple Polyphenols,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Apple Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Anti-Ageing Peptides,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Amino Acids,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Amino Acid
Alteromonas Ferment Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,3,Probiotic/Ferment
Bifida Ferment Lysate,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Beta Glucan,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Bakuchiol,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Azelaoyl Bis-Dipeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,3,Peptide
Azelaic Acid,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,1,8,Other
Avocado Oil,Oily,"['Dullness', 'Texture']",possible irritation,1,4,Flagged in avoid list for Oily skin; ingredient is relatively mild,1,3,Lipid/Oil
Avocado Ferment,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Probiotic/Ferment
Avene Thermal Water,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Plant Extract
Asparagopsis Armata Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Plant Extract
Ascorbyl Palmitate,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,1,Vitamin C
Ascorbyl Glucoside,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Caffeine,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Caffeic Acid,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Cabbage Leaf Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Butyl Methoxydibenzoylmethane,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Blue Mallow Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Blue Lotus Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Blueberry Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Bilberry Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (5): category=UV Filter, sensitivity=2, desc signals=1",2,1,UV Filter
Bisabolol,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Bio-Active Glucosides,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Chondrus Crispus,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Cholesterol,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Chlorophyll,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Chlorella Vulgaris Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Chamomile Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Plant Extract
Chlorella Protothecoides Oil,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Lipid/Oil
Ceramides,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Ceramide
Chlorella Protothecoides,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Chemical UV Filters,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,1,1,UV Filter
Caprooyl Sphingosine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Ceramide
Centella Asiatica,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Carnosine,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Caprooyl Phytosphingosine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Ceramide
Ectoin,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Other
Dunaliella Salina (Green Algae) Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Dioic Acid,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Cucumber Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Dipeptide Diaminobutyroyl Benzylamide Diacetate,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Dipeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Peptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Palmitoyl Heptapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Heptapeptide-14 Pantothenate,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Coffee Seed Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Citric Acid,Oily,"['Dullness', 'Texture']",poor fit,2,3,Moderate irritancy (3) — possible irritation for Oily skin [label adjusted for expert variance],0,4,AHA
Cinnamon Bark,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Fomes Ofﬁcinalis (Mushroom) Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Plant Extract
Ginkgo Biloba,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Fructooligosaccharides,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Feverfew Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Ferulic Acid,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Vitamin
Ethylhexyl Triazone,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Ferric Hexapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Fernblock,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Evening Primrose Oil,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Lipid/Oil
Essential Lipids,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,5,Other
Endothelyol,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Ethylhexyl Salicylate,Oily,"['Dullness', 'Texture']",poor fit,2,3,Moderate irritancy (2) — possible irritation for Oily skin [label adjusted for expert variance],2,1,Other
Ethyl Ascorbic Acid,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,4,Vitamin C
Green Tea,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Other
Glycosphingolipids,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Ceramide
Glycoproteins,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Other
Glycolipids,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Golden-Eye Grass Complex,Oily,"['Dullness', 'Texture']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,1,Other
Glycolic Acid,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (6): category=AHA, sensitivity=2, desc signals=2",2,8,AHA
Glycine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Amino Acid
Glyceryl Glucoside,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Other
Gluconolactone,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,9,Other
EGCG,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Indian Gooseberry,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Hydroxypinacolone Retinoate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,9,Retinoid
Hydrolyzed Pumpkin Seedcake,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,6,Other
Hydrolyzed F-Fucoidan,Oily,"['Dullness', 'Texture']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Marine/Algae
Homosalate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Humectants,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,5,Humectant
Hibiscus Fruit Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Horse Chestnut,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Heptapeptide-15 Palmitate,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Guarana Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Histidine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Amino Acid
Lecithin,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,0,4,Lipid/Oil
L-Carnitine,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Lactobionic Acid,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,9,Other
L-Ascorbic Acid,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (7): category=Vitamin C, sensitivity=3, desc signals=3",3,5,Vitamin C
Laminaria Ochroleuca (Kelp) Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Marine/Algae
Lactococcus Ferment Lysate,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Lactic Acid,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=2, desc signals=0",2,8,AHA
Lactobacillus Ferment,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Lactobacillus Extract Filtrate,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,3,Probiotic/Ferment
Jojoba Oil,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Lipid/Oil
Kola Seed Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Jeju Green Tea Water,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Plant Extract
Kojic Acid,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Isoleucine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Jojoba Beads,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,2,Other
Macrocystis Pyrifera (Kelp) Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Magnesium Sulfate,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Mineral
Magnesium Ascorbyl Phosphate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=Vitamin C, sensitivity=1, desc signals=2",1,3,Vitamin C
Lysine,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,6,Amino Acid
Lily Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Luffa Cylindrica Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Linolenic Acid,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Lipid/Oil
Linoleic Acid,Oily,"['Dullness', 'Texture']",good fit,0,3,Moderate irritancy (2) — possible irritation for Oily skin [label adjusted for expert variance],0,4,Lipid/Oil
Leucine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,6,Amino Acid
Licorice Extract,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Natural Moisturising Factors,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,5,Other
Licochalcone A,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Naringenin Chalcone,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Other
Myristoyl Nonapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Myristol Pentapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Milk Thistle Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Plant Extract
Myristol Hexapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Mushroom Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Moringa Seed Extract,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Plant Extract
Marshmallow Root,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Mineral UV Filters,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,1,1,UV Filter
Meadowfoam Seed Oil,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,0,3,Lipid/Oil
Marine Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Mango Seed Butter,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,0,1,Lipid/Oil
Palmitoyl Oligopeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Mandelic Acid,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=2, desc signals=-1",2,8,AHA
Palmitoyl Nonapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Peptide
Palmitoyl Pentapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Palmitoyl Glycine,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Amino Acid
Palmitoyl Heptapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Octocrylene,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,2,1,Other
Palmitoyl Decapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Oligopeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Padina Pavonica Thallus Extract,Oily,"['Dullness', 'Texture']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Plant Extract
Oat Extract,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Octisalate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Octinoxate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Polyhydroxy Acids,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,9,Other
Porphyridium Cruentum Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Plant Extract
Polyporus Umbellatus (Mushroom) Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Plant Extract
Phytic Acid,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Plankton Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Marine/Algae
Perfluorodecalin,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Other
Phytosphingosine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,4,Ceramide
Phospholipids,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,0,4,Lipid/Oil
Palmitoyl  Tripeptide-1,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Pentapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Palmitoyl Tetrapeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Parachlorella Beijerinckii Exopolysaccharides,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Retinyl Retinoate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (7): category=Retinoid, sensitivity=3, desc signals=1",3,9,Retinoid
Palmitoyl Tripeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Neurophroline,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Retinyl Propionate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,7,Retinoid
Retinyl Palmitate,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (5): category=Retinoid, sensitivity=2, desc signals=0",2,1,Retinoid
Retinol,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,9,Retinoid
Resveratrol,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Red Algae,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Quercetin,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Pseudoalteromonas Exopolysaccharides,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Proline,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Amino Acid
Potassium Azeloyl Diglycinate,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,1,7,Other
Probiotics,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Prickly Pear Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Snow Mushroom Extract,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Prebiotics,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Shea Butter,Oily,"['Dullness', 'Texture']",poor fit,2,5,Directly flagged in avoid list for Oily skin and high irritancy (5),2,4,Lipid/Oil
Sesame Seed Oil,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Lipid/Oil
Silk Protein,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,1,Other
Sh-Oligopeptide,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Serine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Sea Buckthorn Water,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Plant Extract
Saskatoon Berry,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Salicylic Acid,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (6): category=BHA, sensitivity=4, desc signals=-1",4,8,BHA
Rosemary Leaf Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Safflower Seed Oil,Oily,"['Dullness', 'Texture']",poor fit,2,5,Directly flagged in avoid list for Oily skin and high irritancy (3),1,3,Lipid/Oil
Saccharomyces Cerevisiae (Yeast) Extract,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,3,Probiotic/Ferment
Sacred Lotus Flower Extract,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Plant Extract
Tasmanian Pepperberry Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Tartaric Acid,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,1,4,AHA
Rhamnose,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Sweet Almond Oil,Oily,"['Dullness', 'Texture']",possible irritation,1,4,Flagged in avoid list for Oily skin; ingredient is relatively mild,1,2,Lipid/Oil
Symsitive,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Sugar Cane Extract,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Plant Extract
Superoxide Dismutase,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Sunflower Oil,Oily,"['Dullness', 'Texture']",possible irritation,1,4,Flagged in avoid list for Oily skin; ingredient is relatively mild,1,3,Lipid/Oil
Spent Grain Wax,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,0,2,Lipid/Oil
Sulfur,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Mineral
Squalane,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Lipid/Oil
Urea,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Humectant
Sodium Lactate,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Humectant
Turmeric Root Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Valine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Trehalose,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Humectant
Tripleurospermum Maritimum Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Plant Extract
